0,-0.96976,-0.97022,-0.1,0.2,0.01,0.01
0.1,-0.017568,-0.17555,-0.1,0.2,0,0.02
0.2,0.19246,-0.009568,-0.1,0.2,-0.01,0.03
0.3,0.15882,0.026711,-0.1,0.2,-0.02,0.04
0.4,0.078505,0.041118,-0.1,0.2,-0.03,0.05
0.5,0.002847,0.052806,-0.1,0.2,-0.038537,0.06
0.6,-0.060352,0.063927,-0.1,0.2,-0.029255,0.07
0.7,-0.10975,0.076166,-0.1,0.2,-0.028905,0.08
0.8,-0.10563,0.10253,-0.1,0.2,-0.031304,0.09
0.9,-0.098559,0.12465,-0.1,0.2,-0.033856,0.1
1,-0.096166,0.14277,-0.1,0.2,-0.03651,0.11
1.1,-0.095526,0.16153,-0.1,0.2,-0.038483,0.11797
1.2,-0.09727,0.17878,-0.1,0.2,-0.038008,0.11839
1.3,-0.099199,0.19473,-0.1,0.2,-0.037686,0.11737
1.4,-0.10002,0.19984,-0.1,0.2,-0.037495,0.11721
1.5,-0.10098,0.20003,-0.1,0.2,-0.03737,0.11722
1.6,-0.10083,0.20113,-0.1,0.2,-0.037339,0.11665
1.7,-0.1006,0.20076,-0.1,0.2,-0.037233,0.11677
1.8,-0.099341,0.20026,-0.1,0.2,-0.037644,0.11676
1.9,-0.099101,0.20186,-0.1,0.2,-0.037373,0.11597
2,-0.10002,0.19995,-0.1,0.2,-0.037383,0.11663
2.1,-0.10077,0.19822,-0.1,0.2,-0.037363,0.11708
2.2,-0.10018,0.19946,-0.1,0.2,-0.037477,0.11685
2.3,-0.097729,0.20227,-0.1,0.2,-0.037943,0.116
2.4,-0.098867,0.20033,-0.1,0.2,-0.037551,0.11672
2.5,-0.10152,0.19918,-0.1,0.2,-0.037309,0.11648
2.6,-0.10136,0.19953,-0.1,0.2,-0.037266,0.11666
2.7,-0.099971,0.1994,-0.1,0.2,-0.037602,0.11688
2.8,-0.098584,0.20057,-0.1,0.2,-0.037791,0.11656
2.9,-0.09959,0.19968,-0.1,0.2,-0.037553,0.11697
