0,0,0,-0.1,0.2,-0.001,0.01,-50
0.1,-0.015683,-0.17386,-0.1,0.2,-0.002,0.02,-50
0.2,0.16693,-0.017905,-0.1,0.2,-0.00449,0.025653,-50
0.3,0.14447,0.026105,-0.1,0.2,0.012015,0.048245,-50
0.4,0.087062,0.042212,-0.1,0.2,0.007213,0.060241,-50
0.5,0.099663,0.092063,-0.1,0.2,-0.000686,0.069338,-50
0.6,0.094232,0.1183,-0.1,0.2,-0.00136,0.078474,-50
0.7,0.07283,0.13492,-0.1,0.2,-0.003872,0.084527,-50
0.8,0.063082,0.15289,-0.1,0.2,-0.007848,0.089027,-50
0.9,0.053495,0.16201,-0.1,0.2,-0.010502,0.092731,-50
1,0.042022,0.16916,-0.1,0.2,-0.013044,0.095314,-50
1.1,0.030105,0.17621,-0.1,0.2,-0.015669,0.097392,-50
1.2,0.017968,0.18002,-0.1,0.2,-0.018221,0.09911,-50
1.3,0.008019,0.18215,-0.1,0.2,-0.020675,0.10039,-50
1.4,-0.001636,0.18343,-0.1,0.2,-0.0228,0.10145,-50
1.5,-0.013167,0.18546,-0.1,0.2,-0.024797,0.10237,-50
1.6,-0.024405,0.18539,-0.1,0.2,-0.026877,0.10325,-50
1.7,-0.033621,0.18637,-0.1,0.2,-0.028812,0.10398,-50
1.8,-0.043678,0.18481,-0.1,0.2,-0.030444,0.10473,-50
1.9,-0.052786,0.18526,-0.1,0.2,-0.032063,0.10537,-50
2,-0.061665,0.18444,-0.1,0.2,-0.033492,0.10615,-50
2.1,-0.070076,0.18349,-0.1,0.2,-0.034807,0.10686,-50
2.2,-0.077099,0.18402,-0.1,0.2,-0.03599,0.10762,-50
2.3,-0.083893,0.18432,-0.1,0.2,-0.036956,0.10845,-50
2.4,-0.089734,0.18452,-0.1,0.2,-0.03783,0.10926,-50
2.5,-0.09412,0.18527,-0.1,0.2,-0.038546,0.11005,-50
2.6,-0.097866,0.18738,-0.1,0.2,-0.039066,0.11084,-50
2.7,-0.10064,0.18888,-0.1,0.2,-0.03948,0.11163,-50
2.8,-0.10314,0.1898,-0.1,0.2,-0.039765,0.1123,-50
2.9,-0.10593,0.19028,-0.1,0.2,-0.039996,0.11288,-50
3,-0.10676,0.19183,-0.1,0.2,-0.040231,0.1134,-50
3.1,-0.10794,0.19212,-0.1,0.2,-0.040249,0.11393,-50
3.2,-0.10846,0.19348,-0.1,0.2,-0.040294,0.11434,-50
3.3,-0.10918,0.19442,-0.1,0.2,-0.040265,0.11477,-50
3.4,-0.10952,0.19476,-0.1,0.2,-0.040248,0.11512,-50
3.5,-0.10932,0.19581,-0.1,0.2,-0.040189,0.11541,-50
3.6,-0.10835,0.19704,-0.1,0.2,-0.040074,0.1157,-50
3.7,-0.10687,0.19794,-0.1,0.2,-0.039889,0.11593,-50
3.8,-0.10639,0.19857,-0.1,0.2,-0.039665,0.1161,-50
3.9,-0.10726,0.19783,-0.1,0.2,-0.039551,0.11622,-50
4,-0.10573,0.20016,-0.1,0.2,-0.039569,0.11628,-50
4.1,-0.10501,0.19985,-0.1,0.2,-0.039352,0.11644,-50
4.2,-0.10384,0.19968,-0.1,0.2,-0.039225,0.11643,-50
4.3,-0.10517,0.20072,-0.1,0.2,-0.039064,0.11643,-50
4.4,-0.10313,0.20036,-0.1,0.2,-0.039153,0.11647,-50
4.5,-0.10171,0.20052,-0.1,0.2,-0.038907,0.11643,-50
4.6,-0.1024,0.20034,-0.1,0.2,-0.03874,0.11642,-50
4.7,-0.10123,0.20035,-0.1,0.2,-0.038789,0.11638,-50
4.8,-0.10021,0.20086,-0.1,0.2,-0.038654,0.11637,-50
4.9,-0.099346,0.20079,-0.1,0.2,-0.038544,0.11636,-50
5,-0.099985,0.20082,-0.1,0.2,-0.038461,0.11632,-50
5.1,-0.10017,0.20032,-0.1,0.2,-0.038528,0.11628,-50
5.2,-0.10046,0.19977,-0.1,0.2,-0.038545,0.11622,-50
5.3,-0.10026,0.20084,-0.1,0.2,-0.038572,0.1162,-50
5.4,-0.10002,0.20054,-0.1,0.2,-0.038548,0.11623,-50
5.5,-0.1001,0.20069,-0.1,0.2,-0.038523,0.11618,-50
5.6,-0.10017,0.20053,-0.1,0.2,-0.03853,0.11616,-50
5.7,-0.098383,0.20144,-0.1,0.2,-0.038535,0.11612,-50
5.8,-0.099199,0.20267,-0.1,0.2,-0.038364,0.11612,-50
5.9,-0.10004,0.20128,-0.1,0.2,-0.038458,0.11608,-50
6,-0.099438,0.20063,-0.1,0.2,-0.038546,0.11591,-50
6.1,-0.099155,0.20126,-0.1,0.2,-0.038488,0.11583,-50
6.2,-0.10004,0.20014,-0.1,0.2,-0.038467,0.11581,-50
6.3,-0.10037,0.20009,-0.1,0.2,-0.03856,0.11572,-50
6.4,-0.10152,0.19882,-0.1,0.2,-0.03859,0.11571,-50
6.5,-0.10058,0.19946,-0.1,0.2,-0.038696,0.11568,-50
6.6,-0.10005,0.19969,-0.1,0.2,-0.038591,0.11575,-50
6.7,-0.099321,0.20064,-0.1,0.2,-0.038535,0.11578,-50
6.8,-0.099487,0.19977,-0.1,0.2,-0.038465,0.11582,-50
6.9,-0.10016,0.19969,-0.1,0.2,-0.038488,0.11577,-50
7,-0.10036,0.20011,-0.1,0.2,-0.038557,0.11578,-50
7.1,-0.10002,0.19983,-0.1,0.2,-0.038575,0.11581,-50
7.2,-0.099912,0.20004,-0.1,0.2,-0.038538,0.11579,-50
7.3,-0.099473,0.19933,-0.1,0.2,-0.038528,0.11581,-50
7.4,-0.09979,0.19992,-0.1,0.2,-0.038487,0.11579,-50
7.5,-0.10015,0.19978,-0.1,0.2,-0.038523,0.11583,-50
7.6,-0.10037,0.19962,-0.1,0.2,-0.038559,0.11583,-50
7.7,-0.099795,0.20094,-0.1,0.2,-0.038579,0.11584,-50
7.8,-0.099619,0.20018,-0.1,0.2,-0.03852,0.11589,-50
7.9,-0.099653,0.20031,-0.1,0.2,-0.038505,0.11583,-50
8,-0.10012,0.19976,-0.1,0.2,-0.038512,0.11582,-50
8.1,-0.099477,0.19989,-0.1,0.2,-0.03856,0.11579,-50
8.2,-0.10037,0.19926,-0.1,0.2,-0.038498,0.11581,-50
8.3,-0.099726,0.19973,-0.1,0.2,-0.038588,0.1158,-50
8.4,-0.099829,0.19987,-0.1,0.2,-0.038523,0.11585,-50
8.5,-0.10016,0.19947,-0.1,0.2,-0.038536,0.11586,-50
8.6,-0.10067,0.19954,-0.1,0.2,-0.038569,0.11586,-50
8.7,-0.09916,0.2008,-0.1,0.2,-0.038616,0.11589,-50
8.8,-0.099849,0.20002,-0.1,0.2,-0.038466,0.11594,-50
8.9,-0.10005,0.19986,-0.1,0.2,-0.038539,0.11589,-50
9,-0.10055,0.1999,-0.1,0.2,-0.03856,0.11588,-50
9.1,-0.099863,0.19994,-0.1,0.2,-0.038607,0.11589,-50
9.2,-0.099306,0.1996,-0.1,0.2,-0.038536,0.11589,-50
9.3,-0.10048,0.19987,-0.1,0.2,-0.038485,0.11589,-50
9.4,-0.09977,0.2,-0.1,0.2,-0.038604,0.11592,-50
9.5,-0.10003,0.19965,-0.1,0.2,-0.038531,0.11593,-50
9.6,-0.099834,0.19987,-0.1,0.2,-0.038558,0.11592,-50
9.7,-0.098129,0.20049,-0.1,0.2,-0.038539,0.11594,-50
9.8,-0.099487,0.2005,-0.1,0.2,-0.038379,0.11596,-50
9.9,-0.099502,0.19933,-0.1,0.2,-0.038526,0.11594,-50
10,-0.097612,0.20071,-0.1,-0.2,-0.038533,0.095883,-50
10.1,-0.096586,0.20163,-0.1,-0.2,-0.038358,0.075951,-50
10.2,-0.10863,0.17348,-0.1,-0.2,-0.038285,0.055938,-50
10.3,-0.12519,0.13613,-0.1,-0.2,-0.039463,0.035153,-50
10.4,-0.14317,0.096264,-0.1,-0.2,-0.04095,0.015545,-50
10.5,-0.16653,0.054672,-0.1,-0.2,-0.042406,-0.002258,-50
10.6,-0.19174,0.011175,-0.1,-0.2,-0.044194,-0.018111,-50
10.7,-0.21609,-0.026681,-0.1,-0.2,-0.045923,-0.031932,-50
10.8,-0.24004,-0.061968,-0.1,-0.2,-0.047319,-0.043437,-50
10.9,-0.2648,-0.09451,-0.1,-0.2,-0.048433,-0.052985,-50
11,-0.28583,-0.12037,-0.1,-0.2,-0.049385,-0.0607,-50
11.1,-0.30279,-0.14212,-0.1,-0.2,-0.049735,-0.066621,-50
11.2,-0.31665,-0.16145,-0.1,-0.2,-0.049488,-0.071147,-50
11.3,-0.32833,-0.17507,-0.1,-0.2,-0.048777,-0.074524,-50
11.4,-0.33437,-0.18544,-0.1,-0.2,-0.04772,-0.076792,-50
11.5,-0.33751,-0.1937,-0.1,-0.2,-0.04601,-0.078297,-50
11.6,-0.3371,-0.1975,-0.1,-0.2,-0.043965,-0.079232,-50
11.7,-0.33225,-0.19872,-0.1,-0.2,-0.041551,-0.079642,-50
11.8,-0.32537,-0.19997,-0.1,-0.2,-0.03872,-0.079798,-50
11.9,-0.31713,-0.20058,-0.1,-0.2,-0.035743,-0.079893,-50
12,-0.30456,-0.19657,-0.1,-0.2,-0.032707,-0.079909,-50
12.1,-0.29109,-0.19427,-0.1,-0.2,-0.029341,-0.07978,-50
12.2,-0.27721,-0.1923,-0.1,-0.2,-0.026016,-0.079894,-50
12.3,-0.26118,-0.18917,-0.1,-0.2,-0.022786,-0.080132,-50
12.4,-0.24513,-0.18483,-0.1,-0.2,-0.019492,-0.080439,-50
12.5,-0.22902,-0.18256,-0.1,-0.2,-0.016355,-0.080872,-50
12.6,-0.21314,-0.18145,-0.1,-0.2,-0.013373,-0.081574,-50
12.7,-0.19518,-0.17874,-0.1,-0.2,-0.010574,-0.082418,-50
12.8,-0.18047,-0.17577,-0.1,-0.2,-0.007737,-0.083277,-50
12.9,-0.16793,-0.17476,-0.1,-0.2,-0.005387,-0.084266,-50
13,-0.15477,-0.17549,-0.1,-0.2,-0.003392,-0.085453,-50
13.1,-0.14255,-0.1754,-0.1,-0.2,-0.001462,-0.086733,-50
13.2,-0.13163,-0.17518,-0.1,-0.2,0.000247,-0.087956,-50
13.3,-0.1223,-0.17474,-0.1,-0.2,0.001709,-0.089181,-50
13.4,-0.11248,-0.17537,-0.1,-0.2,0.002913,-0.090411,-50
13.5,-0.10574,-0.17655,-0.1,-0.2,0.004068,-0.09169,-50
13.6,-0.10011,-0.17809,-0.1,-0.2,0.004833,-0.09295,-50
13.7,-0.093343,-0.17947,-0.1,-0.2,0.005426,-0.094162,-50
13.8,-0.089709,-0.1814,-0.1,-0.2,0.006069,-0.095292,-50
13.9,-0.086921,-0.18375,-0.1,-0.2,0.006348,-0.096366,-50
14,-0.084391,-0.18608,-0.1,-0.2,0.00651,-0.097355,-50
14.1,-0.083556,-0.18681,-0.1,-0.2,0.00662,-0.098226,-50
14.2,-0.082232,-0.18974,-0.1,-0.2,0.006543,-0.09894,-50
14.3,-0.081485,-0.19093,-0.1,-0.2,0.006504,-0.099673,-50
14.4,-0.082608,-0.19338,-0.1,-0.2,0.006397,-0.10022,-50
14.5,-0.083756,-0.19469,-0.1,-0.2,0.006106,-0.10073,-50
14.6,-0.084698,-0.19586,-0.1,-0.2,0.005823,-0.10109,-50
14.7,-0.083516,-0.19617,-0.1,-0.2,0.005571,-0.10139,-50
14.8,-0.086784,-0.19784,-0.1,-0.2,0.00553,-0.1016,-50
14.9,-0.088274,-0.19859,-0.1,-0.2,0.005055,-0.10184,-50
15,-0.090969,-0.20037,0.1,-0.2,0.006781,-0.10196,-50
15.1,-0.092601,-0.20113,0.1,-0.2,0.008408,-0.10208,-50
