T, Z1, Z2, Y1, Y2, U1, U2, X1, X2, 
0, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.000000e-001, -1.000000e-001, -1.000000e-001, -1.000000e-001, 
1, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.682079e-001, -1.965021e-001, -1.682079e-001, -1.965021e-001, 
2, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.324257e-001, -2.733382e-001, -2.324257e-001, -2.733382e-001, 
3, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.981834e-001, -3.545841e-001, -2.981834e-001, -3.545841e-001, 
4, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.634290e-001, -4.348245e-001, -3.634290e-001, -4.348245e-001, 
5, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.288330e-001, -5.152983e-001, -4.288330e-001, -5.152983e-001, 
6, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.941901e-001, -5.957170e-001, -4.941901e-001, -5.957170e-001, 
7, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -5.595607e-001, -6.761488e-001, -5.595607e-001, -6.761488e-001, 
8, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -6.249275e-001, -7.565775e-001, -6.249275e-001, -7.565775e-001, 
9, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -6.902953e-001, -8.370070e-001, -6.902953e-001, -8.370070e-001, 
10, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -7.556629e-001, -9.174362e-001, -7.556629e-001, -9.174362e-001, 
11, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -8.210306e-001, -9.978656e-001, -8.210306e-001, -9.978656e-001, 
12, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -8.863981e-001, -1.078295e+000, -8.863981e-001, -1.078295e+000, 
13, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -9.517657e-001, -1.158724e+000, -9.517657e-001, -1.158724e+000, 
14, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.017133e+000, -1.239154e+000, -1.017133e+000, -1.239154e+000, 
15, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.082501e+000, -1.319583e+000, -1.082501e+000, -1.319583e+000, 
16, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.147869e+000, -1.400012e+000, -1.147869e+000, -1.400012e+000, 
17, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.213236e+000, -1.480441e+000, -1.213236e+000, -1.480441e+000, 
18, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.278604e+000, -1.560871e+000, -1.278604e+000, -1.560871e+000, 
19, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.343971e+000, -1.641300e+000, -1.343971e+000, -1.641300e+000, 
20, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.409339e+000, -1.721729e+000, -1.409339e+000, -1.721729e+000, 
21, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.474707e+000, -1.802159e+000, -1.474707e+000, -1.802159e+000, 
22, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.540074e+000, -1.882588e+000, -1.540074e+000, -1.882588e+000, 
23, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.605442e+000, -1.963017e+000, -1.605442e+000, -1.963017e+000, 
24, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.670809e+000, -2.043447e+000, -1.670809e+000, -2.043447e+000, 
25, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.736177e+000, -2.123876e+000, -1.736177e+000, -2.123876e+000, 
26, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.801544e+000, -2.204305e+000, -1.801544e+000, -2.204305e+000, 
27, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.866912e+000, -2.284734e+000, -1.866912e+000, -2.284734e+000, 
28, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.932280e+000, -2.365164e+000, -1.932280e+000, -2.365164e+000, 
29, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -1.997647e+000, -2.445593e+000, -1.997647e+000, -2.445593e+000, 
30, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.063015e+000, -2.526022e+000, -2.063015e+000, -2.526022e+000, 
31, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.128382e+000, -2.606452e+000, -2.128382e+000, -2.606452e+000, 
32, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.193750e+000, -2.686881e+000, -2.193750e+000, -2.686881e+000, 
33, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.259118e+000, -2.767310e+000, -2.259118e+000, -2.767310e+000, 
34, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.324485e+000, -2.847740e+000, -2.324485e+000, -2.847740e+000, 
35, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.389853e+000, -2.928169e+000, -2.389853e+000, -2.928169e+000, 
36, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.455220e+000, -3.008598e+000, -2.455220e+000, -3.008598e+000, 
37, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.520588e+000, -3.089028e+000, -2.520588e+000, -3.089028e+000, 
38, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.585956e+000, -3.169457e+000, -2.585956e+000, -3.169457e+000, 
39, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.651323e+000, -3.249886e+000, -2.651323e+000, -3.249886e+000, 
40, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.716691e+000, -3.330316e+000, -2.716691e+000, -3.330316e+000, 
41, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.782058e+000, -3.410745e+000, -2.782058e+000, -3.410745e+000, 
42, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.847426e+000, -3.491174e+000, -2.847426e+000, -3.491174e+000, 
43, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.912794e+000, -3.571604e+000, -2.912794e+000, -3.571604e+000, 
44, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -2.978161e+000, -3.652033e+000, -2.978161e+000, -3.652033e+000, 
45, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.043529e+000, -3.732462e+000, -3.043529e+000, -3.732462e+000, 
46, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.108896e+000, -3.812891e+000, -3.108896e+000, -3.812891e+000, 
47, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.174264e+000, -3.893321e+000, -3.174264e+000, -3.893321e+000, 
48, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.239835e+000, -3.972933e+000, -3.239835e+000, -3.972933e+000, 
49, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.309561e+000, -4.000000e+000, -3.309561e+000, -4.000000e+000, 
50, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.382260e+000, -4.000000e+000, -3.382260e+000, -4.000000e+000, 
51, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.455559e+000, -4.000000e+000, -3.455559e+000, -4.000000e+000, 
52, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.528703e+000, -4.000000e+000, -3.528703e+000, -4.000000e+000, 
53, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.601887e+000, -4.000000e+000, -3.601887e+000, -4.000000e+000, 
54, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.675060e+000, -4.000000e+000, -3.675060e+000, -4.000000e+000, 
55, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.748236e+000, -4.000000e+000, -3.748236e+000, -4.000000e+000, 
56, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.821412e+000, -4.000000e+000, -3.821412e+000, -4.000000e+000, 
57, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.894587e+000, -4.000000e+000, -3.894587e+000, -4.000000e+000, 
58, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -3.967763e+000, -4.000000e+000, -3.967763e+000, -4.000000e+000, 
59, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
60, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
61, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
62, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
63, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
64, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
65, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
66, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
67, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
68, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
69, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
70, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
71, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
72, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
73, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
74, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
75, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
76, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
77, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
78, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
79, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
80, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
81, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
82, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
83, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
84, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
85, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
86, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
87, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
88, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
89, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
90, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
91, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
92, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
93, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
94, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
95, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
96, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
97, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
98, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
99, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
100, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
101, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
102, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
103, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
104, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
105, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
106, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
107, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
108, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
109, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
110, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
111, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
112, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
113, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
114, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
115, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
116, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
117, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
118, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
119, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
120, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
121, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
122, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
123, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
124, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
125, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
126, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
127, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
128, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
129, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
130, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
131, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
132, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
133, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
134, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
135, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
136, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
137, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
138, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
139, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
140, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
141, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
142, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
143, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
144, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
145, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
146, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
147, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
148, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
149, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
150, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
151, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
152, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
153, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
154, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
155, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
156, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
157, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
158, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
159, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
160, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
161, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
162, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
163, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
164, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
165, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
166, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
167, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
168, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
169, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
170, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
171, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
172, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
173, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
174, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
175, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
176, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
177, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
178, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
179, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
180, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
181, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
182, 0.000000e+000, 0.000000e+000, 2.100000e-001, 2.200000e-001, -4.000000e+000, -4.000000e+000, -4.000000e+000, -4.000000e+000, 
