T, Z1, Z2, Y1, Y2, U1, U2, X1, X2, 
921, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.288570e+000, 4.000000e+000, 1.288570e+000, 
922, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.292991e+000, 4.000000e+000, 1.292991e+000, 
923, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.297411e+000, 4.000000e+000, 1.297411e+000, 
924, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.301832e+000, 4.000000e+000, 1.301832e+000, 
925, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.306252e+000, 4.000000e+000, 1.306252e+000, 
926, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.310673e+000, 4.000000e+000, 1.310673e+000, 
927, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.315094e+000, 4.000000e+000, 1.315094e+000, 
928, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.319514e+000, 4.000000e+000, 1.319514e+000, 
929, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.323935e+000, 4.000000e+000, 1.323935e+000, 
930, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.328355e+000, 4.000000e+000, 1.328355e+000, 
931, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.332776e+000, 4.000000e+000, 1.332776e+000, 
932, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.337196e+000, 4.000000e+000, 1.337196e+000, 
933, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.341617e+000, 4.000000e+000, 1.341617e+000, 
934, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.346038e+000, 4.000000e+000, 1.346038e+000, 
935, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.350458e+000, 4.000000e+000, 1.350458e+000, 
936, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.354879e+000, 4.000000e+000, 1.354879e+000, 
937, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.359299e+000, 4.000000e+000, 1.359299e+000, 
938, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.363720e+000, 4.000000e+000, 1.363720e+000, 
939, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.368140e+000, 4.000000e+000, 1.368140e+000, 
940, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.372561e+000, 4.000000e+000, 1.372561e+000, 
941, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.376981e+000, 4.000000e+000, 1.376981e+000, 
942, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.381402e+000, 4.000000e+000, 1.381402e+000, 
943, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.385823e+000, 4.000000e+000, 1.385823e+000, 
944, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.390243e+000, 4.000000e+000, 1.390243e+000, 
945, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.394664e+000, 4.000000e+000, 1.394664e+000, 
946, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.399084e+000, 4.000000e+000, 1.399084e+000, 
947, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.403505e+000, 4.000000e+000, 1.403505e+000, 
948, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.407925e+000, 4.000000e+000, 1.407925e+000, 
949, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.412346e+000, 4.000000e+000, 1.412346e+000, 
950, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.416767e+000, 4.000000e+000, 1.416767e+000, 
951, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.421187e+000, 4.000000e+000, 1.421187e+000, 
952, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.425608e+000, 4.000000e+000, 1.425608e+000, 
953, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.430028e+000, 4.000000e+000, 1.430028e+000, 
954, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.434449e+000, 4.000000e+000, 1.434449e+000, 
955, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.438869e+000, 4.000000e+000, 1.438869e+000, 
956, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.443290e+000, 4.000000e+000, 1.443290e+000, 
957, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.447710e+000, 4.000000e+000, 1.447710e+000, 
958, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.452131e+000, 4.000000e+000, 1.452131e+000, 
959, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.456552e+000, 4.000000e+000, 1.456552e+000, 
960, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.460972e+000, 4.000000e+000, 1.460972e+000, 
961, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.465393e+000, 4.000000e+000, 1.465393e+000, 
962, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.469813e+000, 4.000000e+000, 1.469813e+000, 
963, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.474234e+000, 4.000000e+000, 1.474234e+000, 
964, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.478654e+000, 4.000000e+000, 1.478654e+000, 
965, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.483075e+000, 4.000000e+000, 1.483075e+000, 
966, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.487495e+000, 4.000000e+000, 1.487495e+000, 
967, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.491916e+000, 4.000000e+000, 1.491916e+000, 
968, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.496337e+000, 4.000000e+000, 1.496337e+000, 
969, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.500757e+000, 4.000000e+000, 1.500757e+000, 
970, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.505178e+000, 4.000000e+000, 1.505178e+000, 
971, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.509598e+000, 4.000000e+000, 1.509598e+000, 
972, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.514019e+000, 4.000000e+000, 1.514019e+000, 
973, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.518439e+000, 4.000000e+000, 1.518439e+000, 
974, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.522860e+000, 4.000000e+000, 1.522860e+000, 
975, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.527280e+000, 4.000000e+000, 1.527280e+000, 
976, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.531701e+000, 4.000000e+000, 1.531701e+000, 
977, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.536122e+000, 4.000000e+000, 1.536122e+000, 
978, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.540542e+000, 4.000000e+000, 1.540542e+000, 
979, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.544963e+000, 4.000000e+000, 1.544963e+000, 
980, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.549383e+000, 4.000000e+000, 1.549383e+000, 
981, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.553804e+000, 4.000000e+000, 1.553804e+000, 
982, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.558224e+000, 4.000000e+000, 1.558224e+000, 
983, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.562645e+000, 4.000000e+000, 1.562645e+000, 
984, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.567065e+000, 4.000000e+000, 1.567065e+000, 
985, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.571486e+000, 4.000000e+000, 1.571486e+000, 
986, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.575907e+000, 4.000000e+000, 1.575907e+000, 
987, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.580327e+000, 4.000000e+000, 1.580327e+000, 
988, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.584748e+000, 4.000000e+000, 1.584748e+000, 
989, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.589168e+000, 4.000000e+000, 1.589168e+000, 
990, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.593589e+000, 4.000000e+000, 1.593589e+000, 
991, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.598009e+000, 4.000000e+000, 1.598009e+000, 
992, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.602430e+000, 4.000000e+000, 1.602430e+000, 
993, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.606851e+000, 4.000000e+000, 1.606851e+000, 
994, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.611271e+000, 4.000000e+000, 1.611271e+000, 
995, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.615692e+000, 4.000000e+000, 1.615692e+000, 
996, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.620112e+000, 4.000000e+000, 1.620112e+000, 
997, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.624533e+000, 4.000000e+000, 1.624533e+000, 
998, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.628953e+000, 4.000000e+000, 1.628953e+000, 
999, 5.000000e-001, 2.000000e-001, 2.100000e-001, 2.200000e-001, 4.000000e+000, 1.633374e+000, 4.000000e+000, 1.633374e+000, 
