0,-0.96444,-0.96557,-0.1,0.2,0.01,0.01,-50
0.1,-0.017709,-0.17454,-0.1,0.2,0,0.02,-50
0.2,0.18432,-0.015087,-0.1,0.2,-0.01,0.03,-50
0.3,0.14788,0.022212,-0.1,0.2,-0.02,0.04,-50
0.4,0.067233,0.037236,-0.1,0.2,-0.03,0.05,-50
0.5,-0.009255,0.047336,-0.1,0.2,-0.037642,0.06,-50
0.6,-0.071839,0.058105,-0.1,0.2,-0.032592,0.07,-50
0.7,-0.11983,0.073187,-0.1,0.2,-0.029864,0.08,-50
0.8,-0.12631,0.094393,-0.1,0.2,-0.031414,0.09,-50
0.9,-0.11652,0.11988,-0.1,0.2,-0.033084,0.1,-50
1,-0.1117,0.13936,-0.1,0.2,-0.033058,0.11,-50
1.1,-0.10828,0.15779,-0.1,0.2,-0.034705,0.11844,-50
1.2,-0.1019,0.1771,-0.1,0.2,-0.03515,0.11926,-50
1.3,-0.098755,0.19415,-0.1,0.2,-0.035111,0.11819,-50
1.4,-0.09809,0.19967,-0.1,0.2,-0.03557,0.11843,-50
1.5,-0.099726,0.2002,-0.1,0.2,-0.034371,0.11777,-50
1.6,-0.10129,0.20026,-0.1,0.2,-0.034969,0.11786,-50
1.7,-0.099165,0.20031,-0.1,0.2,-0.035139,0.11802,-50
1.8,-0.10015,0.20045,-0.1,0.2,-0.034444,0.11738,-50
1.9,-0.10041,0.2005,-0.1,0.2,-0.035103,0.11761,-50
2,-0.099951,0.19883,-0.1,0.2,-0.034485,0.1186,-50
2.1,-0.10018,0.19951,-0.1,0.2,-0.035498,0.11763,-50
2.2,-0.099272,0.20125,-0.1,0.2,-0.034094,0.11767,-50
2.3,-0.10257,0.19986,-0.1,0.2,-0.034094,0.11722,-50
2.4,-0.099399,0.19984,-0.1,0.2,-0.035385,0.11833,-50
2.5,-0.098002,0.19953,-0.1,0.2,-0.035051,0.11803,-50
2.6,-0.10022,0.1997,-0.1,0.2,-0.034668,0.1181,-50
2.7,-0.10107,0.20099,-0.1,0.2,-0.034329,0.11686,-50
