0,-0.96838,-0.96826,-0.1,0.2,0.01,0.01
0.1,-0.017851,-0.17464,-0.1,0.2,0,0
0.2,0.18852,-0.010452,-0.1,0.2,-0.01,0.01
0.3,0.14096,-0.004322,-0.1,0.2,-0.02,0.02
0.4,0.056762,0.001534,-0.1,0.2,-0.02085,0.03
0.5,-0.019101,0.011033,-0.1,0.2,-0.018381,0.04
0.6,-0.060015,0.03032,-0.1,0.2,-0.018614,0.05
0.7,-0.070032,0.051067,-0.1,0.2,-0.021887,0.06
0.8,-0.069724,0.071189,-0.1,0.2,-0.02553,0.07
0.9,-0.075546,0.088415,-0.1,0.2,-0.025756,0.08
1,-0.08105,0.10649,-0.1,0.2,-0.030799,0.09
1.1,-0.080689,0.12679,-0.1,0.2,-0.031907,0.1
1.2,-0.087878,0.14299,-0.1,0.2,-0.035518,0.11
1.3,-0.088464,0.16146,-0.1,0.2,-0.038083,0.11844
1.4,-0.093304,0.17916,-0.1,0.2,-0.037227,0.11808
1.5,-0.098256,0.19489,-0.1,0.2,-0.036664,0.11714
1.6,-0.098803,0.20029,-0.1,0.2,-0.037288,0.11675
1.7,-0.098295,0.20084,-0.1,0.2,-0.037116,0.11687
1.8,-0.10053,0.19891,-0.1,0.2,-0.036635,0.11751
1.9,-0.10147,0.19893,-0.1,0.2,-0.036574,0.11718
2,-0.10061,0.20109,-0.1,0.2,-0.036324,0.11636
2.1,-0.09999,0.20075,-0.1,0.2,-0.036733,0.1169
2.2,-0.099087,0.19934,-0.1,0.2,-0.037108,0.11735
2.3,-0.10006,0.19955,-0.1,0.2,-0.036252,0.11697
2.4,-0.101,0.20082,-0.1,0.2,-0.036582,0.11626
2.5,-0.10016,0.19911,-0.1,0.2,-0.036295,0.11807
2.6,-0.10044,0.19848,-0.1,0.2,-0.036976,0.11719
2.7,-0.097695,0.2009,-0.1,0.2,-0.037494,0.11764
2.8,-0.099009,0.20021,-0.1,0.2,-0.036849,0.11718
2.9,-0.10237,0.20017,-0.1,0.2,-0.035483,0.11676
3,-0.10155,0.20042,-0.1,0.2,-0.037067,0.11678
3.1,-0.097968,0.20002,-0.1,0.2,-0.036756,0.11766
3.2,-0.1006,0.1989,-0.1,0.2,-0.03641,0.11721
3.3,-0.099175,0.20137,-0.1,0.2,-0.037482,0.11653
3.4,-0.099678,0.20035,-0.1,0.2,-0.035662,0.11727
3.5,-0.10239,0.19929,-0.1,0.2,-0.036788,0.11647
3.6,-0.098305,0.20063,-0.1,0.2,-0.036876,0.11742
3.7,-0.098847,0.19961,-0.1,0.2,-0.037429,0.11699
3.8,-0.099419,0.20038,-0.1,0.2,-0.036461,0.11702
3.9,-0.10239,0.20033,-0.1,0.2,-0.035825,0.11605
4,-0.099927,0.20044,-0.1,0.2,-0.037484,0.11711
4.1,-0.098032,0.19943,-0.1,0.2,-0.036769,0.11718
4.2,-0.10084,0.19987,-0.1,0.2,-0.036535,0.11652
4.3,-0.099985,0.19981,-0.1,0.2,-0.037094,0.11746
4.4,-0.099927,0.19981,-0.1,0.2,-0.036464,0.11666
4.5,-0.10008,0.20023,-0.1,0.2,-0.03716,0.11717
