0,0,0,-0.1,0.2,-0.01,0.01
0.1,-0.01284,-0.17268,-0.1,0.2,-0.02,0.02
0.2,0.14255,-0.024669,-0.1,0.2,-0.03,0.03
0.3,0.081343,0.006549,-0.1,0.2,-0.04,0.04
0.4,-0.013084,0.019473,-0.1,0.2,-0.05,0.05
0.5,-0.094388,0.032151,-0.1,0.2,-0.044614,0.06
0.6,-0.1611,0.043311,-0.1,0.2,-0.034946,0.07
0.7,-0.17683,0.067863,-0.1,0.2,-0.032994,0.08
0.8,-0.15667,0.095219,-0.1,0.2,-0.033468,0.09
0.9,-0.13471,0.11804,-0.1,0.2,-0.035133,0.1
1,-0.12199,0.13936,-0.1,0.2,-0.035204,0.11
1.1,-0.11336,0.15892,-0.1,0.2,-0.036034,0.11768
1.2,-0.10372,0.1794,-0.1,0.2,-0.037006,0.1178
1.3,-0.099531,0.19504,-0.1,0.2,-0.036454,0.11743
1.4,-0.10165,0.19863,-0.1,0.2,-0.036035,0.11728
1.5,-0.099487,0.2,-0.1,0.2,-0.036721,0.1173
1.6,-0.098383,0.20015,-0.1,0.2,-0.03666,0.11749
1.7,-0.099023,0.19937,-0.1,0.2,-0.036869,0.11772
1.8,-0.099331,0.20089,-0.1,0.2,-0.03671,0.11707
1.9,-0.099707,0.20141,-0.1,0.2,-0.036625,0.11682
2,-0.09936,0.20066,-0.1,0.2,-0.036836,0.1169
2.1,-0.099604,0.19933,-0.1,0.2,-0.03682,0.11734
2.2,-0.099595,0.19921,-0.1,0.2,-0.037001,0.11739
2.3,-0.099575,0.20012,-0.1,0.2,-0.036904,0.11723
2.4,-0.10147,0.19967,-0.1,0.2,-0.036412,0.11731
2.5,-0.10223,0.1999,-0.1,0.2,-0.036287,0.11706
2.6,-0.101,0.20061,-0.1,0.2,-0.036339,0.11691
2.7,-0.099223,0.20051,-0.1,0.2,-0.036697,0.11697
2.8,-0.0983,0.20008,-0.1,0.2,-0.036896,0.11715
2.9,-0.09935,0.19967,-0.1,0.2,-0.036715,0.11721
3,-0.10039,0.20046,-0.1,0.2,-0.036546,0.11677
3.1,-0.099668,0.20011,-0.1,0.2,-0.036807,0.11708
3.2,-0.099355,0.19931,-0.1,0.2,-0.036893,0.11737
3.3,-0.099419,0.20037,-0.1,0.2,-0.036902,0.11694
3.4,-0.10053,0.20022,-0.1,0.2,-0.036554,0.11704
3.5,-0.10122,0.19962,-0.1,0.2,-0.036543,0.11706
3.6,-0.10007,0.20018,-0.1,0.2,-0.036712,0.11698
3.7,-0.10039,0.20025,-0.1,0.2,-0.03645,0.11692
3.8,-0.10053,0.2003,-0.1,0.2,-0.036508,0.11676
3.9,-0.10043,0.19938,-0.1,0.2,-0.036449,0.11721
4,-0.10009,0.19997,-0.1,0.2,-0.036563,0.11688
4.1,-0.10016,0.20036,-0.1,0.2,-0.036365,0.11689
4.2,-0.099292,0.19959,-0.1,0.2,-0.036827,0.1172
4.3,-0.098999,0.20027,-0.1,0.2,-0.036698,0.11695
4.4,-0.099013,0.20027,-0.1,0.2,-0.036908,0.11701
4.5,-0.099385,0.19961,-0.1,0.2,-0.036847,0.11725
4.6,-0.10071,0.19922,-0.1,0.2,-0.036631,0.11733
4.7,-0.10028,0.20035,-0.1,0.2,-0.03677,0.11697
4.8,-0.10029,0.20077,-0.1,0.2,-0.036529,0.11686
4.9,-0.10003,0.19991,-0.1,0.2,-0.036773,0.11706
5,-0.098764,0.19911,-0.1,0.2,-0.037118,0.11755
5.1,-0.09978,0.19877,-0.1,0.2,-0.03685,0.11775
5.2,-0.099946,0.20154,-0.1,0.2,-0.036864,0.1166
5.3,-0.09939,0.20144,-0.1,0.2,-0.03684,0.11684
5.4,-0.098828,0.19995,-0.1,0.2,-0.037253,0.11703
5.5,-0.099038,0.19899,-0.1,0.2,-0.037197,0.11752
5.6,-0.1003,0.1999,-0.1,0.2,-0.037002,0.11703
5.7,-0.10027,0.20125,-0.1,0.2,-0.036924,0.11662
5.8,-0.10123,0.20045,-0.1,0.2,-0.036581,0.11671
5.9,-0.10211,0.19879,-0.1,0.2,-0.03648,0.11716
6,-0.10072,0.19877,-0.1,0.2,-0.036792,0.11738
6.1,-0.10124,0.1994,-0.1,0.2,-0.036284,0.11733
6.2,-0.099468,0.20036,-0.1,0.2,-0.036973,0.11712
6.3,-0.098794,0.20146,-0.1,0.2,-0.036633,0.11675
6.4,-0.10006,0.20019,-0.1,0.2,-0.036642,0.11694
6.5,-0.1001,0.19901,-0.1,0.2,-0.036739,0.11737
6.6,-0.1009,0.19899,-0.1,0.2,-0.03648,0.11742
6.7,-0.099473,0.19989,-0.1,0.2,-0.036975,0.11736
6.8,-0.099409,0.20032,-0.1,0.2,-0.036687,0.11732
6.9,-0.10138,0.1995,-0.1,0.2,-0.036374,0.11741
7,-0.10131,0.2005,-0.1,0.2,-0.036349,0.11694
7.1,-0.099912,0.2009,-0.1,0.2,-0.036503,0.11692
7.2,-0.096816,0.20076,-0.1,0.2,-0.037424,0.11703
7.3,-0.098886,0.19963,-0.1,0.2,-0.036655,0.11733
7.4,-0.10283,0.19862,-0.1,0.2,-0.036204,0.1173
7.5,-0.10114,0.20016,-0.1,0.2,-0.036561,0.11703
7.6,-0.098999,0.20059,-0.1,0.2,-0.036758,0.11715
7.7,-0.099365,0.20047,-0.1,0.2,-0.036674,0.11696
7.8,-0.099526,0.20042,-0.1,0.2,-0.036746,0.11692
7.9,-0.099756,0.19954,-0.1,0.2,-0.03672,0.11725
8,-0.10048,0.20008,-0.1,0.2,-0.036554,0.11688
8.1,-0.1003,0.20049,-0.1,0.2,-0.036582,0.11683
8.2,-0.099316,0.20044,-0.1,0.2,-0.036825,0.1168
8.3,-0.099707,0.19978,-0.1,0.2,-0.036662,0.11702
8.4,-0.10022,0.20003,-0.1,0.2,-0.036673,0.11678
8.5,-0.10019,0.20011,-0.1,0.2,-0.036595,0.11686
8.6,-0.099863,0.20004,-0.1,0.2,-0.036743,0.11682
8.7,-0.10005,0.19919,-0.1,0.2,-0.036663,0.11728
8.8,-0.10006,0.19964,-0.1,0.2,-0.036768,0.11705
8.9,-0.0998,0.20051,-0.1,0.2,-0.036675,0.11691
9,-0.099521,0.2006,-0.1,0.2,-0.036821,0.11679
9.1,-0.10004,0.19978,-0.1,0.2,-0.036648,0.11706
9.2,-0.097919,0.19981,-0.1,0.2,-0.037529,0.11715
9.3,-0.098462,0.20025,-0.1,0.2,-0.037024,0.1171
9.4,-0.10192,0.1996,-0.1,0.2,-0.036525,0.11699
9.5,-0.1015,0.20057,-0.1,0.2,-0.036643,0.11661
9.6,-0.099922,0.2003,-0.1,0.2,-0.036793,0.1169
9.7,-0.10011,0.19926,-0.1,0.2,-0.036759,0.11716
9.8,-0.099775,0.19988,-0.1,0.2,-0.036896,0.11697
9.9,-0.096772,0.2018,-0.1,0.2,-0.037636,0.11647
10,-0.096962,0.20186,-0.1,-0.2,-0.027636,0.10647
